,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
21,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,MCEL001,MCEL001P1,60,Inspeccionar estado de junta fork 2000H,TEC-PRED,PM01,2.0,1.0,MCEL001P160
22,I3,INSP_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I3,10,Ver sellado valv dardo c/ asient 3M,TEC-INS,PM01,2.0,2.0,MCEL001I310
23,I3,INSP_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I3,20,Inspeccion general celda 2S,TEC-INS,PM01,2.0,1.0,MCEL001I320
24,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,10,Mantenimiento de instrumentos 660H,TEC-INS,PM01,2.0,2.0,MCEL001I410
25,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,20,Pruebas de funcionamiento de instr 660H,TEC-INS,PM01,2.0,0.5,MCEL001I420
26,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,30,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,2.5,MCEL001I430
27,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,40,Limpieza interior de tablero 660H,TEC-INS,PM01,1.0,1.0,MCEL001I440
28,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,50,Mantenimiento de instrumentos 660H,TEC-INS,PM01,2.0,1.5,MCEL001I450
29,I4,PREV_INS_CELDA_ Tce30,TEC-INS,MCEL001,MCEL001I4,60,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,1.0,MCEL001I460
30,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M1,10,Inspeccion general celda 330H,TEC-MEC,PM01,2.0,5.7,MCEL002M110
31,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M1,20,Inspeccion general celda 660H,TEC-MEC,PM01,2.0,2.5,MCEL002M120
32,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M1,30,Inspeccion general celda 2000H,TEC-MEC,PM01,2.0,20.0,MCEL002M130
33,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M2,10,Camb filtro aceit sist hidraulico 2000H,TEC-MEC,PM01,1.0,2.0,MCEL002M210
34,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M2,20,Cambio de aceite 4000H,TEC-MEC,PM01,2.0,4.0,MCEL002M220
35,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M2,30,Mantenimiento general del tanque 8000H,TEC-MEC,PM01,2.0,4.0,MCEL002M230
36,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M2,40,Mtto general agitador 8000H,TEC-MEC,PM01,2.0,68.0,MCEL002M240
37,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M2,50,Mtto general valvula tipo dardo 8000H,TEC-MEC,PM01,2.0,64.0,MCEL002M250
38,M3,LUBR_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M3,10,Lubricacion de los rodamientos  660H,TEC-MEC,PM01,2.0,3.0,MCEL002M310
39,M3,LUBR_MEC_CELDA_ Tce200,TEC-MEC,MCEL002,MCEL002M3,20,Lub sellos entre tub aire reductor 2000H,TEC-MEC,PM01,2.0,3.0,MCEL002M320
40,E1,INSP_ELE_CELDA_ Tce200,TEC-ELE,MCEL002,MCEL002E1,10,Inspeccion general motor 2S,TEC-ELE,PM01,2.0,1.0,MCEL002E110
41,E2,PREV_ELE_CELDA_ Tce200,TEC-ELE,MCEL002,MCEL002E2,10,Mantenimiento menor de motor 2000H,TEC-ELE,PM01,2.0,1.0,MCEL002E210
42,E2,PREV_ELE_CELDA_ Tce200,TEC-ELE,MCEL002,MCEL002E2,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,6.5,MCEL002E220
43,E3,LUBR_ELE_CELDA_ Tce200,TEC-ELE,MCEL002,MCEL002E3,10,Lubricacion de motor electrico 6000H,TEC-ELE,PM01,2.0,0.3,MCEL002E310
44,I1,INSP_INS_CELDA_ Tce200,TEC-INS,MCEL002,MCEL002I1,10,Verif sellado valv dardo asiento 3M,TEC-INS,PM01,2.0,2.0,MCEL002I110
45,I1,INSP_INS_CELDA_ Tce200,TEC-INS,MCEL002,MCEL002I1,20,Inspeccion general celda 2S,TEC-INS,PM01,2.0,3.5,MCEL002I120
46,I2,PREV_INS_CELDA_ Tce200,TEC-INS,MCEL002,MCEL002I2,10,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,1.0,MCEL002I210
47,I2,PREV_INS_CELDA_ Tce200,TEC-INS,MCEL002,MCEL002I2,20,Limpieza tablero de control 660H,TEC-INS,PM01,1.0,1.0,MCEL002I220
48,I2,PREV_INS_CELDA_ Tce200,TEC-INS,MCEL002,MCEL002I2,30,Mtto general instrumentos 660H,TEC-INS,PM01,2.0,2.5,MCEL002I230
49,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,MCEL002,MCEL002P1,10,Monitoreo de vibracion 330H,TEC-PRED,PM01,1.0,0.5,MCEL002P110
50,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,MCEL002,MCEL002P1,20,Monitoreo de termografia 330H,TEC-PRED,PM01,1.0,0.5,MCEL002P120
51,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,MCEL002,MCEL002P1,30,Monitorear nivel vibrac rodamientos 330H,TEC-PRED,PM01,1.0,1.0,MCEL002P130
52,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,MCEL002,MCEL002P1,40,Monitorear temp acople alta 330H,TEC-PRED,PM01,1.0,1.0,MCEL002P140
53,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,MCEL002,MCEL002P1,50,Real toma muest anali aceite reduc 2000H,TEC-PRED,PM01,2.0,1.0,MCEL002P150
54,M1,INSP_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M1,10,Inspeccion general ciclon 165H,TEC-MEC,PM01,2.0,0.6,MCIC001M110
55,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M2,10,Lubricacion de valvula 660H,TEC-MEC,PM01,2.0,2.0,MCIC001M210
56,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M2,20,Mtto general bateria de ciclones 1000H,TEC-MEC,PM01,2.0,17.0,MCIC001M220
57,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M2,30,Mtto general bateria de ciclones 8000H,TEC-MEC,PM01,2.0,17.0,MCIC001M230
58,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M2,40,Mtto general canaleta de descarga underflow 8000H,TEC-MEC,PM01,2.0,7.5,MCIC001M240
59,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,MCIC001,MCIC001M2,50,Mtto general canaleta de rebalse overflow 8000H,TEC-MEC,PM01,2.0,7.5,MCIC001M250
60,I1,INSP_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I1,10,Inspeccion de componentes 2S,TEC-INS,PM01,2.0,3.0,MCIC001I110
61,I2,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I2,10,Mantenimiento 4000H,TEC-INS,PM01,2.0,10.0,MCIC001I210
62,I2,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I2,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,5.0,MCIC001I220
63,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,MCIC001,MCIC001P1,10,Inspeccion por ultrasonido 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P110
64,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,MCIC001,MCIC001P1,20,Inspeccion ultrasonido del ciclon 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P120
65,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,MCIC001,MCIC001P1,30,Inspeccion ultrasonido de tuberias 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P130
66,I3,INSP_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I3,10,Inspeccion de instrumentos 2S,TEC-INS,PM01,2.0,3.0,MCIC001I310
67,I4,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I4,10,Mantenimiento de instrumentos 4000H,TEC-INS,PM01,2.0,10.0,MCIC001I410
68,I4,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,MCIC001,MCIC001I4,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,5.0,MCIC001I420
69,M1,INSP_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M1,10,Inspeccion interna del tambor 2000H,TEC-MEC,PM01,3.0,2.0,MTAM001M110
70,M1,INSP_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M1,20,Inspeccion general tambor 165H,TEC-MEC,PM01,2.0,1.3,MTAM001M120
71,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,10,Lubricacion por grasa 4000H,TEC-MEC,PM01,2.0,2.0,MTAM001M210
72,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,20,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,2.0,MTAM001M220
73,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,30,Segundo cambio de aceite 2500H,TEC-MEC,PM01,2.0,4.0,MTAM001M230
74,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,40,Tercer y posterior cambio aceite 4000H,TEC-MEC,PM01,2.0,4.0,MTAM001M240
75,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,50,Cambio de rueda radial 8000H,TEC-MEC,PM01,3.0,4.0,MTAM001M250
76,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,60,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,2.0,MTAM001M260
77,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,70,Cambio de elementos de union 8000H,TEC-MEC,PM01,3.0,3.0,MTAM001M270
78,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,80,Lubricacion por grasa 2000H,TEC-MEC,PM01,2.0,2.0,MTAM001M280
79,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,90,Mtto general reductor de velocidad 660H,TEC-MEC,PM01,2.0,4.1,MTAM001M290
80,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,100,Mtto general tambor 660H,TEC-MEC,PM01,2.0,86.0,MTAM001M2100
81,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,MTAM001,MTAM001M2,110,Mtto general estructura 8000H,TEC-MEC,PM01,2.0,3.1,MTAM001M2110
82,E1,INSP_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E1,10,Inspeccion general 1S,TEC-ELE,PM01,2.0,1.5,MTAM001E110
83,E1,INSP_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E1,20,Inspeccion general tambor 2S,TEC-ELE,PM01,2.0,1.5,MTAM001E120
84,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E2,10,Mantenimiento menor de motor 2000H,TEC-ELE,PM01,2.0,2.0,MTAM001E210
85,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E2,20,Mantenimiento Preventivo 4000H,TEC-ELE,PM01,2.0,2.0,MTAM001E220
86,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E2,30,Mtto panel control y caja conex 8000H,TEC-ELE,PM01,2.0,1.5,MTAM001E230
87,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E2,40,Mtto general motor 4000H,TEC-ELE,PM01,2.0,4.5,MTAM001E240
88,E3,LUBR_ELE_TAMBO_ 2045MTPH,TEC-ELE,MTAM001,MTAM001E3,10,Lubricacion motoro electrico 4500H,TEC-ELE,PM01,2.0,0.5,MTAM001E310
89,I1,INSP_INS_TAMBO_ 2045MTPH,TEC-INS,MTAM001,MTAM001I1,10,Inspeccionar estado de componentes 1S,TEC-INS,PM01,2.0,3.0,MTAM001I110
90,I2,PREV_INS_TAMBO_ 2045MTPH,TEC-INS,MTAM001,MTAM001I2,10,Mtto de instrumentos 4000H,TEC-INS,PM01,2.0,10.0,MTAM001I210
91,I2,PREV_INS_TAMBO_ 2045MTPH,TEC-INS,MTAM001,MTAM001I2,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,10.0,MTAM001I220
92,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,10,Monitoreo de vibracion 330H,TEC-PRED,PM01,2.0,0.5,MTAM001P110
93,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,20,Monitoreo de termografia 330H,TEC-PRED,PM01,2.0,0.5,MTAM001P120
94,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,30,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P130
95,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,40,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P140
96,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,50,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P150
97,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,60,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P160
98,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,70,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P170
99,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,80,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P180
100,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,MTAM001,MTAM001P1,90,Inspeccion ultrasonido del tambor 330H,TEC-PRED,PM01,3.0,2.0,MTAM001P190
101,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M1,10,Inspeccion de soplador 330H,TEC-MEC,PM01,2.0,1.0,MCHA001M110
102,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M1,20,Inspeccion general chancadora 165H,TEC-MEC,PM01,2.0,14.8,MCHA001M120
103,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M1,30,Inspeccion general chancadora 750H,TEC-MEC,PM01,2.0,4.3,MCHA001M130
104,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M1,40,Inspeccion general chancadora 4000H,TEC-MEC,PM01,2.0,5.0,MCHA001M140
105,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,10,Cambio de embrague 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M210
106,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,20,Cambio de acoplamiento 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M220
107,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,30,Cambio de las piezas de desgaste 8000H,TEC-MEC,PM01,4.0,12.0,MCHA001M230
108,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,40,Cambio concavos de la trituradora 8000H,TEC-MEC,PM01,5.0,42.0,MCHA001M240
109,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,50,Cambio concavos de la trituradora 8000H,TEC-MEC,PM01,5.0,42.0,MCHA001M250
110,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,60,Cambio rueda conica 8000H,TEC-MEC,PM01,4.0,12.0,MCHA001M260
111,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,70,Cambio eje principal (main shaft) 4000H,TEC-MEC,PM01,5.0,36.0,MCHA001M270
112,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,80,Limpieza de la rejilla del dposito 165H,TEC-MEC,PM01,2.0,1.0,MCHA001M280
113,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,90,Recarga dispositivo de compensacion 750H,TEC-MEC,PM01,2.0,1.0,MCHA001M290
114,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,100,Mantenimiento de soplador 2000H,TEC-MEC,PM01,2.0,3.0,MCHA001M2100
115,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M2,110,Cambio de filtros de soplador 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M2110
116,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,10,Cambio de aceite 8000H,TEC-MEC,PM01,0.0,2.0,MCHA001M310
117,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,20,Verificar nivel de aceite 165H,TEC-MEC,PM01,0.0,4.0,MCHA001M320
118,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,30,Inspeccion filtro del respirador 750H,TEC-MEC,PM01,0.0,2.0,MCHA001M330
119,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,40,Cambio de grasa 4000H,TEC-MEC,PM01,0.0,4.0,MCHA001M340
120,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,50,Cambio de aceite 2000H,TEC-MEC,PM01,2.0,4.0,MCHA001M350
121,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,MCHA001,MCHA001M3,60,Cambio de aceite 4000H,TEC-MEC,PM01,2.0,4.0,MCHA001M360
122,E1,INSP_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E1,10,Insp caja de terminales del rotor 3M,TEC-ELE,PM01,2.0,2.0,MCHA001E110
123,E1,INSP_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E1,20,Inspeccion general motor 1S,TEC-ELE,PM01,2.0,20.5,MCHA001E120
124,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,10,Limpieza del panel de control 2000H,TEC-ELE,PM01,1.0,2.0,MCHA001E210
125,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,20,Mantenimiento gabinete control 2000H,TEC-ELE,PM01,2.0,2.0,MCHA001E220
126,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,30,Mtto general botonera de campo 2000H,TEC-ELE,PM01,2.0,2.0,MCHA001E230
127,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,40,Mtto general cajas de conexiones 2000H,TEC-ELE,PM01,2.0,4.0,MCHA001E240
128,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,50,Mtto general calentador 2000H,TEC-ELE,PM01,2.0,10.0,MCHA001E250
129,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,60,Mtto general lrs 2000H,TEC-ELE,PM01,2.0,7.0,MCHA001E260
130,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,70,Mtto general motor electrico b 2000H,TEC-ELE,PM01,2.0,2.5,MCHA001E270
131,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,80,Mtto general motor electrico chancadora 2000H,TEC-ELE,PM01,2.0,10.8,MCHA001E280
132,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,90,Mtto general motor electrico f 2000H,TEC-ELE,PM01,2.0,6.0,MCHA001E290
133,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,100,Mtto general motor electrico h 2000H,TEC-ELE,PM01,2.0,20.0,MCHA001E2100
134,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,110,Mtto general motor electrico lrs 2000H,TEC-ELE,PM01,2.0,4.5,MCHA001E2110
135,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E2,120,Mtto general motor electrico p 2000H,TEC-ELE,PM01,2.0,50.0,MCHA001E2120
136,E3,LUBR_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E3,10,10 - Lubricacion de rodamiento 8000H,TEC-ELE,PM01,2.0,0.5,MCHA001E310
137,E3,LUBR_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E3,20,Lubricacion general motor electrico chancadora 4000H,TEC-ELE,PM01,2.0,1.0,MCHA001E320
138,E3,LUBR_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E3,30,Lubricacion general motor electrico h 8000H,TEC-ELE,PM01,2.0,1.0,MCHA001E330
139,E3,LUBR_ELE_CHANC_ KB-54-67,TEC-ELE,MCHA001,MCHA001E3,40,Lubricacion general motor electrico p 8000H,TEC-ELE,PM01,2.0,2.5,MCHA001E340
140,I1,INSP_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I1,10,Inspeccion general chancadora 1S,TEC-INS,PM01,2.0,8.5,MCHA001I110
141,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,10,Mtto instrumentos chancadora 2000H,TEC-INS,PM01,2.0,4.0,MCHA001I210
142,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,20,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,1.0,MCHA001I220
143,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,30,Mtto instru sist accionamiento 2000H,TEC-INS,PM01,2.0,3.5,MCHA001I230
144,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,40,Mtto de instrumentos del LRS 2000H,TEC-INS,PM01,2.0,4.0,MCHA001I240
145,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,50,Calibracion transmisores del LRS 2000H,TEC-INS,PM01,2.0,2.0,MCHA001I250
146,I2,PREV_INS_CHANC_ KB-54-67,TEC-INS,MCHA001,MCHA001I2,60,Mtto instr sist lub de araña 2000H,TEC-INS,PM01,2.0,2.0,MCHA001I260
