,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
10,2242-PU-275|01-01-12,"Utilizando el colector de vibración realizar las Mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las Mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
11,2242-PU-275|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
12,2242-PU-275|01-03-02,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
13,2242-PU-275|02-01-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
14,2242-PU-275|02-01-03,Medir vibraciones en los rodamientos.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
15,2243-PU-213|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
16,2243-PU-213|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
17,2243-PU-213|01-03-02,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
18,2243-PU-213|02-01-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
19,2243-PU-213|02-01-03,Medir vibraciones en los rodamientos.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
20,3261-CL-301|01-02-01,"Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa., no exceder los 100 °C.",PRED,TEC-PRD,MAR,1.0,1,660.0,H,2021-04-01,1.0,660H
21,3261-CL-301|01-03-01,"Utilizar el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
22,3261-CL-301|01-03-02,"Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa., no exceder los 100 °C.",PRED,TEC-PRD,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
23,3261-CL-301|01-03-03,"Tomar muestras de aceite en un contenedor chico a través de la válvula de drenaje, mandar a laboratorio, comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,DET,1.5,2,2000.0,H,2021-04-01,3.0,2000H
24,3261-CL-301|01-04-03,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante.,PRED,TEC-PRD,MAR,1.5,1,660.0,H,2021-04-01,1.5,660H
25,3261-CL-301|01-05-02,"Verificar que las guías estén engrasadas correctamente. Grasa Móvil GP. Con el elevador del rastrillo en su posición más baja, bombee grasa en cada uno de los cuatro niples de grasa de los bloques guía a su vez hasta que se vea grasa saliendo del espacio entre el bloque guía y la placa guía. Suba y baje manualmente el rastrillo y luego aplique una segunda dosis de grasa a cada engrasador.",PRED,TEC-PRD,MAR,2.0,1,2000.0,H,2021-04-01,2.0,2000H
26,3261-CL-301|01-06-03,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante.,PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
27,3261-CL-301|01-06-04,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
28,2271-TH-201|01-02-01,"Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa., no exceder los 100 °C.",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
29,2271-TH-201|01-03-01,"Utilizar el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
30,2271-TH-201|01-03-02,"Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa., no exceder los 100 °C.",PRED,TEC-PRD,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
31,2271-TH-201|01-03-03,"Tomar muestras de aceite en un contenedor chico a traves de la valvula de drenaje, mandar a laboratorio, comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,DET,1.5,2,2000.0,H,2021-04-01,3.0,2000H
32,2271-TH-201|01-05-03,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante.,PRED,TEC-PRD,MAR,1.5,1,750.0,H,2021-04-01,1.5,750H
33,2271-TH-201|01-05-04,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.5,1,750.0,H,2021-04-01,1.5,750H
34,2271-TH-201|01-05-13,"Tomar muestras de aceite en un contenedor chico a traves de la valvula de drenaje, mandar a laboratorio, comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,DET,2.0,1,2000.0,H,2021-04-01,2.0,2000H
35,3122-FE-302|01-01-10,"Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda, según al manual del fabricante.",PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
36,3122-FE-302|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
37,3122-FE-302|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
38,3122-FE-302|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
39,3122-FE-302|01-04-03,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
40,3122-FE-302|01-05-07,"Verificar el desgaste en los apoyos de sellos y rodamientos, posibles daños y fracturas en el eje motriz . Cambiar el eje de ser necesario.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
41,3122-FE-302|03-01-01,Realizar la medición de desgaste de rodillos.,PRED,TEC-PRD,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
42,2229-PU-235|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
43,2229-PU-235|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
44,2229-PU-235|02-03-02,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
45,2229-PU-235|02-03-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
46,2242-PU-236|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
47,2242-PU-236|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
48,2242-PU-236|02-03-02,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
49,2242-PU-236|02-03-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
50,2133-FE-204|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
51,2133-FE-204|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
52,2133-FE-204|01-04-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
53,2133-FE-204|01-04-05,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
54,2133-FE-204|01-04-06,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
55,2133-FE-204|02-02-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.25,1,750.0,H,2021-04-01,0.25,750H
56,2133-FE-204|02-02-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
57,2133-FE-204|02-03-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
58,2133-FE-204|02-03-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
59,3132-FE-305|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
60,3132-FE-305|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
61,3132-FE-305|01-04-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
62,3132-FE-305|01-04-05,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
63,3132-FE-305|01-04-06,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
64,3132-FE-305|02-02-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.25,1,750.0,H,2021-04-01,0.25,750H
65,3132-FE-305|02-02-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
66,3132-FE-305|02-03-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
67,3132-FE-305|02-03-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
68,3144-FE-310|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
69,3144-FE-310|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
70,3144-FE-310|01-04-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
71,3144-FE-310|01-04-05,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
72,3144-FE-310|01-04-06,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,2,750.0,H,2021-04-01,1.0,750H
73,3144-FE-310|02-02-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.25,1,750.0,H,2021-04-01,0.25,750H
74,3144-FE-310|02-02-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
75,3144-FE-310|02-03-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
76,3144-FE-310|02-03-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parámetros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,750.0,H,2021-04-01,0.5,750H
77,3231-FE-315|01-01-08,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los XX mm/seg.",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
78,3231-FE-315|01-01-09,Utilizando el pirometro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
79,3231-FE-315|01-01-10,Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
80,3231-FE-315|01-02-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verficar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
81,3231-FE-315|01-02-05,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
82,3231-FE-315|01-02-06,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parametros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
83,3231-FE-315|02-02-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
84,3231-FE-315|02-02-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parametros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
85,3231-FE-315|02-03-07,Tomar parámetros de velocidad y aceleración en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo.,PRED,TEC-PRD,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
86,3231-FE-315|02-03-08,Tomar parámetros de temperatura con la cámara termográfica en los soportes de rodamientos ( lado libre y de accionamiento) para determinar la condición de los rodamientos para su reemplazo. Tomar parametros de temperatura en los carters de aceite para determinar su condición y estado.,PRED,TEC-PRD,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
87,3231-FE-316|01-01-08,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los XX mm/seg.",PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
88,3231-FE-316|01-01-09,Utilizando el pirometro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante.,PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
89,3231-FE-316|01-01-10,Utilizando el pirómetro tomar lectura de temperatura en el estator verificando que no exceda según datos de placa.,PRED,TEC-PRD,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
