,Asset tag,Cod sap,WBS_1_EN,WBS_2_EN,WBS_3_EN,Responsable,Hour day,key_system,System,key_component,Component,key_dutie,Primary task,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
10,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-03,Cambio de revestimiento de carcasa,Desmontar y retirar los pernos de unión de la carcasa. Retirar tapa y revestimiento de ingreso. Desmontar impulsor. Retirar el revestimiento posterior. Fijar revestimientos nuevos e impulsor. Colocar tapa y fijar pernos de carcasa. (Esta actividad desarrollarse con el spare de la parte húmeda retirada).,PREV,TEC-MEC,DET,8.0,3,1000.0,H,2021-04-01,24.0,1000H
11,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-04,Inspección stuffing box de carcasa,"Verificar fugas por la conexión de ingreso de agua. Verificar fuga por prensaestopas, de ser necesario agregar y/o cambiar prensaestopas.",INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
12,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-06,Cambio estopas de carcasa de bomba,Desmontar las tapas y la carcasa. Desmontar las estopas y/o kit de orings. Verificar el desgaste de la camiseta. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.,PREV,TEC-MEC,DET,4.0,3,1000.0,H,2021-04-01,12.0,1000H
13,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-07,Prueba de eficiencia de carcasa,"Verificar los parámetros de operación, de presentarse algún desvío en los parámetros de operación, cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
14,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-08,Cambio de impulsor de bomba,Desmontar y retirar los pernos de unión de la carcasa. Retirar tapa y revestimiento de ingreso. Desmontar impulsor. Montar y fijar el nuevo impulsor. Colocar tapa y fijar pernos de carcasa. (Esta actividad desarrollarse con el spare de la parte húmeda retirada).,PREV,TEC-MEC,DET,6.0,3,1000.0,H,2021-04-01,18.0,1000H
15,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-09,Mtto externo de carcasa de bomba,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
16,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-01,Carcasa,2221-PU-201|02-01-10,Camb elementos d unión d carcasa,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
17,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-02,Portarodamientos,2221-PU-201|02-02-01,Insp caja de rodamientos de bomba,"Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 90 °C. Verificar fugas de grasa por los sellos y/o anillos laberintos, de ser necesario lubricar con grasa MOBILITH SHC 220.",INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
18,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-02,Portarodamientos,2221-PU-201|02-02-04,Lubricación rodamientos de bomba,Utilizar la bomba de grasa y suministrar 11700 Gr. (3200 Gr. Lado húmedo y 8500 Gr. Lado seco) Grasa MOBILITH SHC 220.,LUBR,TEC-MEC,MAR,2.0,2,1000.0,H,2021-04-01,4.0,1000H
19,2221-PU-201,10016614,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2221-PU-201|02,,2221-PU-201|02-03,Spool,2221-PU-201|02-03-01,Inspección de spool de bomba,"Realizar la verificación de estado interno del spool de succión y descarga de la bomba, revisar en caso se disponga de revestimiento el estado de éste. De ser necesario realizar prueba por termografía para detectar temperatura en la operación.",INSP,TEC-MEC,DET,2.0,2,1000.0,H,2021-04-01,4.0,1000H
20,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-01,Distribuidor radial,2222-CY-201|01-01-01,Inspección del distribuidor,Verificar que la tubería de ingreso de pulpa no se encuentre obstruida y el flujo permanezca constante hacia los ciclones. Verificar fugas por tubería y/o cabezal de distribución. Verificar que no existan materiales extraños.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
21,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-02,Válvula de alimentación,2222-CY-201|01-02-01,Inspección de válvula,Verificar el paso del flujo de ingreso hacia los ciclones. Verificar la hermeticidad de cierre de la válvula. Verificar que no existan fugas por la compuerta de la válvula. Verificar el desgaste del revestimiento interno y la compuerta de la válvula. Verificar el accionamiento del actuador neumático. Verificar que no existan fugas en el actuador neumático.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
22,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-02,Válvula de alimentación,2222-CY-201|01-02-04,Lubricación de válvula,Realizar la lubricación en el accesorio suministrado en la parte superior del sello para recargar periódicamente el sello superior. Utilizar lubricante a base de silicona por lo menos una vez a la semana para apertura y cierre de válvulas que no están trabajando.,PREV,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
23,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-01,Inspección del ciclón,Verificar que el ciclón separe las partículas gruesas y finas. Verificar que la entrada de alimentación y la salida del ciclón no se encuentren obstruidas. Verificar que no existan fugas en los cuerpos del ciclón. Verificar que el ápex no se presente desgaste ni obstrucciones. Verificar desgaste y/o fracturas por soldadura de la carcasa y tuberías de entrada y salida.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
24,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-03,Cambio de revestimiento del ciclón,"Desmontar e izar las tuberías de alimentación y descarga del ciclón. Retirar elementos de unión del ciclón. Desmontar los componentes del ciclón (Cuerpo de entrada, cuerpo superior, cuerpo intermedio), de ser necesario tener un ciclón en stand by. Retirar los revestimientos de cada componente. Colocar los nuevos revestimientos en cada componente. Colocar y ajustar elementos de unión de cada componente del ciclón. Izar y colocar el ciclón. Montar las tuberías de alimentación y descarga.",PREV,TEC-MEC,DET,6.0,4,1000.0,H,2021-04-01,24.0,1000H
25,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-04,Cambio de vortex,Desmontar e izar las tuberías de alimentación y descarga del ciclón. Retirar elementos de unión del ciclón. Desmontar los componentes cuerpo de entrada del ciclón. Desmontar vortex. Montar el nuevo vortex. Colocar y ajustar elementos de unión de cada componente del ciclón. Izar y colocar el ciclón. Montar las tuberías de entrada y salida del ciclón.,PREV,TEC-MEC,DET,3.0,2,1000.0,H,2021-04-01,6.0,1000H
26,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-06,Cambio de tuberías,"Retirar los elementos de unión de tuberías de alimentación y descarga. Desmontar e izar las tuberías de alimentación y descarga del ciclón. Realizar inspección interna en el ciclón, de ser necesario. Izar y montar las tuberías de alimentación y descarga. Colocar los elementos de unión de tuberías de alimentación y descarga.",PREV,TEC-MEC,DET,3.0,3,8000.0,H,2021-04-01,9.0,8000H
27,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-07,Cambio de apex,"Retirar los elementos de unión del porta apex. Desmonta el apex. Realizar inspección interna en el ciclón, de ser necesario. Montar el nuevo apex. Colocar los elementos de unión del porta apex.",PREV,TEC-MEC,DET,2.0,2,1000.0,H,2021-04-01,4.0,1000H
28,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-08,Cambio de descarga tangencial,"Retirar los elementos de unión y bridas de la descarga. Desmonta la descarga. Realizar inspección interna en el ciclón, de ser necesario. Montar descarga. Colocar los elementos de unión de la descarga y bridas.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
29,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-09,Cambio de elementos de unión,"Cambiar los elementos de unión como pernos, tuerca y arandelas. De presentarse elongación por esfuerzos de compresión, tracción, cizallamiento o corrosión.",PREV,TEC-MEC,DET,3.0,3,8000.0,H,2021-04-01,9.0,8000H
30,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|01,,2222-CY-201|01-03,Batería de ciclones,2222-CY-201|01-03-10,Mantenimiento de carcasa,"Limpiar la parte externa del equipo, arenar y/o pintar el ciclón para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,6.0,2,8000.0,H,2021-04-01,12.0,8000H
31,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-01,Canaleta de rebalse overflow,2222-CY-201|02-01-01,Inspección de la canaleta,Verificar que la canaleta y tubería de descarga no se encuentre obstruida y el flujo permanezca constante hacia los ciclones. Verificar fugas por canaleta y/o tubería. Verificar que no existan materiales extraños.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
32,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-01,Canaleta de rebalse overflow,2222-CY-201|02-01-02,Cambio de tuberías,"Retirar los elementos de unión de tuberías de alimentación y descarga. Desmontar e izar las tuberías de alimentación y descarga. Realizar inspección interna, de ser necesario contar con tuberías en stand by. Izar y montar las tuberías de alimentación y descarga. Colocar los elementos de unión de tuberías de alimentación y descarga.",PREV,TEC-MEC,DET,3.0,3,8000.0,H,2021-04-01,9.0,8000H
33,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-01,Canaleta de rebalse overflow,2222-CY-201|02-01-03,Inspección por ultrasonido,"Determinar el desgaste del revestimiento y/o paredes de la canaleta y tubería de descarga. Realizar la medición de espesores por ultrasonido, de ser necesario realizar el cambio de revestimiento.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
34,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-02,Canaleta de descarga underflow,2222-CY-201|02-02-01,Inspección de la canaleta,Verificar que la canaleta y tubería de descarga no se encuentre obstruida y el flujo permanezca constante hacia los ciclones. Verificar fugas por canaleta y/o tubería. Verificar que no existan materiales extraños.,INSP,TEC-MEC,MAR,0.25,1,165.0,H,2021-04-01,0.25,165H
35,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-02,Canaleta de descarga underflow,2222-CY-201|02-02-02,Cambio de tuberías,"Retirar los elementos de unión de tuberías de alimentación y descarga. Desmontar e izar las tuberías de alimentación y descarga del ciclón. Realizar inspección interna en el ciclón, de ser necesario contar con tuberías en stand by. Izar y montar las tuberías de alimentación y descarga. Colocar los elementos de unión de tuberías de alimentación y descarga.",PREV,TEC-MEC,DET,3.0,3,8000.0,H,2021-04-01,9.0,8000H
36,2222-CY-201,10016613,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-CY-201|02,,2222-CY-201|02-02,Canaleta de descarga underflow,2222-CY-201|02-02-03,Inspección por ultrasonido,"Determinar el desgaste del revestimiento y/o paredes de la canaleta y tubería de descarga. Realizar la medición de espesores por ultrasonido, de ser necesario realizar el cambio de revestimiento.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
37,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-01,Insp y limp obstruc. cortad no ajus,Inspección y limpieza de obstrucciones del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
38,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-02,Verif desgast cortador no ajustable,Verificación del desgaste del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
39,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-03,Verific. cond recubrimiento d goma,Verificación de condición del recubrimiento de goma del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
40,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-04,Verificación condición d cuchillas,Verificación de condición del cuchillas.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
41,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-05,Insp ingreso y descarg d muestreadr,Inspección del ingreso y descarga del muestreador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
42,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-01,Cortador no ajustable,2222-SA-201|01-01-06,Camb cuchills cortador no ajustabl,Cambio de cuchillas.,PREV,TEC-MEC,DET,3.0,2,6.0,M,2021-04-01,6.0,6M
43,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-02,Cortador ajustable,2222-SA-201|01-02-01,Insp y limp obstruc. d cortad ajust,Inspección y limpieza de obstrucciones del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
44,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-02,Cortador ajustable,2222-SA-201|01-02-02,Verific desgaste cortador ajustable,Verificación del desgaste del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
45,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-02,Cortador ajustable,2222-SA-201|01-02-03,Verific cond d recubrimiento d goma,Verificación de condición del recubrimiento de goma del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
46,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-02,Cortador ajustable,2222-SA-201|01-02-04,Verific abertura d cortador ajust.,Verificación de abertura del cortador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
47,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-02,Cortador ajustable,2222-SA-201|01-02-05,Camb cuchillas cortador ajustable,Cambio de cuchillas.,PREV,TEC-MEC,DET,3.0,2,6.0,M,2021-04-01,6.0,6M
48,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-01,Insp y limp obstruc d muestreador,Inspección y limpieza de obstrucciones del muestreador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
49,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-02,Insp estado pintura d cuerpo princ.,Inspección del estado de pintura.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
50,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-03,Verif. cond d recubrimiento de goma,Verificación de condición del recubrimiento de goma del muestreador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
51,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-04,Verif. cond bridas entrada y salida,Verificación de condición de las bridas de entrada y salida del muestreador.,INSP,TEC-MEC,DET,0.25,2,1.0,M,2021-04-01,0.5,1M
52,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-05,Mtto general d muestreador,Mantenimiento general del muestreador.,PREV,TEC-MEC,DET,4.0,2,1.0,A,2021-04-01,8.0,1A
53,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-06,Camb recubrimien goma y/o cubierts,Cambio de recubrimiento de goma y/o cubiertas.,PREV,TEC-MEC,DET,4.0,2,1.0,A,2021-04-01,8.0,1A
54,2222-SA-201,10016615,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2222-SA-201|01,,2222-SA-201|01-03,Cuerpo principal,2222-SA-201|01-03-07,Camb junts bridas entrada y salida,Cambio de juntas de bridas de entrada y salida del muestreador.,PREV,TEC-MEC,DET,2.0,2,1.0,A,2021-04-01,4.0,1A
55,2223-CH-231,,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-CH-231|01,,2223-CH-231|01-01,Chute,2223-CH-231|01-01-01,Insp desgast placas revest d chute,Inspección del desgaste de las placas de revestimiento del chute.,INSP,TEC-MEC,MAR,2.0,2,2000.0,H,2021-04-01,4.0,2000H
56,2223-CH-231,,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-CH-231|01,,2223-CH-231|01-01,Chute,2223-CH-231|01-01-02,Camb menor placas desgast d chute,Cambio menor de placas de desgaste.,PREV,TEC-MEC,MAR,4.0,4,2000.0,H,2021-04-01,16.0,2000H
57,2223-CH-231,,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-CH-231|01,,2223-CH-231|01-01,Chute,2223-CH-231|01-01-03,Camb mayor placas desgast d chute,Cambio mayor de placas de desgaste.,PREV,TEC-MEC,DET,10.0,4,8000.0,H,2021-04-01,40.0,8000H
58,2223-CH-231,,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-CH-231|01,,2223-CH-231|01-01,Chute,2223-CH-231|01-01-04,Ajust pernos placas desgast chute,Ajuste de pernos de ajuste de las placas de desgaste del chute.,PREV,TEC-MEC,DET,3.0,4,2000.0,H,2021-04-01,12.0,2000H
59,2223-CH-233,,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-CH-233|01,,2223-CH-233|01-01,Chute,2223-CH-233|01-01-01,Insp desgast placas revest d chute,Inspección del desgaste de las placas de revestimiento del chute.,INSP,TEC-MEC,MAR,2.0,2,2000.0,H,2021-04-01,4.0,2000H
