,Asset tag,Cod sap,WBS_1_EN,WBS_2_EN,WBS_3_EN,Responsable,Hour day,key_system,System,key_component,Component,key_dutie,Primary task,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
16,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-04,Acople de baja velocidad A,2223-ML-201|01-04-04,Alineamiento laser de acople,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
17,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-05,Piñon 1,2223-ML-201|01-05-05,Monitoreo vibración apoyos de piñon,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración.",PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
18,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-09,Acople motor inching drive,2223-ML-201|01-09-03,Alineamiento láser acople,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
19,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-10,Acople inching drive reductor,2223-ML-201|01-10-04,Alineamiento laser de acople,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
20,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-11,Motor eléctrico B molino,2223-ML-201|01-11-13,Monitoreo de vibración motor,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
21,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-11,Motor eléctrico B molino,2223-ML-201|01-11-14,Monitoreo de termografía motor,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,165.0,H,2021-04-01,0.5,165H
22,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-12,Reductor de Velocidad B,2223-ML-201|01-12-02,Monit vibración reductor de vel,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración.",PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
23,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-12,Reductor de Velocidad B,2223-ML-201|01-12-03,Monit termografía reductor de vel,"Monitorear por medio de imágenes termogtraficas la condición del reductor en zonas de concentración de temperatura ( rodamientos, sellos, etc.).",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
24,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-12,Reductor de Velocidad B,2223-ML-201|01-12-04,Muestreo y análisis de aceite,Determinar el estado de condición del aceite de lubricación del reductor mediante la toma rutinaria de muestras de aceite para determinar su cambio.,PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
25,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-13,Acople de alta velocidad B,2223-ML-201|01-13-04,Alineamiento laser de acople,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
26,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-14,Acople de baja velocidad B,2223-ML-201|01-14-04,Alineamiento laser de acople,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
27,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|01,,2223-ML-201|01-15,Piñon 2,2223-ML-201|01-15-05,Monit vibración de apoyos del piñon,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración.",PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
28,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|05,,2223-ML-201|05-01,Trunnion de carga,2223-ML-201|05-01-03,Monitoreo de vibración del trunnion,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración.",PRED,TEC-PRD,MAR,2.0,2,330.0,H,2021-04-01,4.0,330H
29,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|05,,2223-ML-201|05-01,Trunnion de carga,2223-ML-201|05-01-04,Monitoreo termografía del trunnion,Monitorear por medio de imágenes termográficas la condición del trunnion en las zonas de concentración de temperatura.,PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
30,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|05,,2223-ML-201|05-02,Trunnion de descarga,2223-ML-201|05-02-02,Monitoreo de vibración del trunnion,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración.",PRED,TEC-PRD,MAR,2.0,2,330.0,H,2021-04-01,4.0,330H
31,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|05,,2223-ML-201|05-02,Trunnion de descarga,2223-ML-201|05-02-03,Monitoreo termografía del trunnion,Monitorear por medio de imágenes termográficas la condición del trunnion en las zonas de concentración de temperatura.,PRED,TEC-PRD,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
32,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|06,,2223-ML-201|06-01,Tapa de alimentación,2223-ML-201|06-01-02,Medición espesores con ultrasonido,"Determinar el desgaste de los liners de la tapa mediante ultrasonido, tomar medidas del espesor de los revestimientos, cambiar si es necesario.",PRED,TEC-PRD,DET,4.0,4,660.0,H,2021-04-01,16.0,660H
33,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|06,,2223-ML-201|06-03,Casco,2223-ML-201|06-03-01,Medición de espesores,"Determinar el desgaste de los liners de la tapa mediante ultrasonido, tomar medidas del espesor de los revestimientos, cambiar si es necesario.",PRED,TEC-PRD,DET,4.0,4,660.0,H,2021-04-01,16.0,660H
34,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|06,,2223-ML-201|06-05,Tapa de descarga,2223-ML-201|06-05-02,Medición espesores con ultrasonido,"Determinar el desgaste de los liners de la tapa mediante ultrasonido, tomar medidas del espesor de los revestimientos, cambiar si es necesario.",PRED,TEC-PRD,DET,4.0,4,660.0,H,2021-04-01,16.0,660H
35,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|08,,2223-ML-201|08-01,Sistema de lubricación A,2223-ML-201|08-01-03,Muestreo y análisis de aceite,Determinar el estado de condición del aceite del sistema de lubricación mediante la toma rutinaria de muestras de aceite para determinar su cambio.,PRED,TEC-PRD,MAR,2.0,2,330.0,H,2021-04-01,4.0,330H
36,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|08,,2223-ML-201|08-05,Motor eléctrico bomba de lubricación,2223-ML-201|08-05-06,Monitoreo de vibración,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
37,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|08,,2223-ML-201|08-05,Motor eléctrico bomba de lubricación,2223-ML-201|08-05-07,Monitoreo de termografía,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
38,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|08,,2223-ML-201|08-15,Motor eléctrico bomba de lubricación piñón,2223-ML-201|08-15-02,Monitoreo de vibración,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
39,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|08,,2223-ML-201|08-15,Motor eléctrico bomba de lubricación piñón,2223-ML-201|08-15-03,Monitoreo de termografía,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,165.0,H,2021-04-01,0.5,165H
40,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|09,,2223-ML-201|09-01,Sistema de lubricación,2223-ML-201|09-01-03,Muestreo análisis de aceite,Determinar el estado de condición del aceite del sistema de lubricación mediante la toma rutinaria de muestras de aceite para determinar su cambio.,PRED,TEC-PRD,MAR,2.0,2,330.0,H,2021-04-01,4.0,330H
41,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|09,,2223-ML-201|09-05,Motor eléctrico bomba de lubricación,2223-ML-201|09-05-06,Monitoreo de vibración,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
42,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|09,,2223-ML-201|09-05,Motor eléctrico bomba de lubricación,2223-ML-201|09-05-07,Monitoreo de termografía,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,165.0,H,2021-04-01,0.5,165H
43,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|09,,2223-ML-201|09-15,Motor eléctrico bomba de lubricación piñón,2223-ML-201|09-15-02,Monitoreo de vibración,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
44,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|09,,2223-ML-201|09-15,Motor eléctrico bomba de lubricación piñón,2223-ML-201|09-15-03,Monitoreo de termografía,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,165.0,H,2021-04-01,0.5,165H
45,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|10,,2223-ML-201|10-01,Sistema de lubricación,2223-ML-201|10-01-03,Muestreo y análisis de aceite,Determinar el estado de condición del aceite del sistema de lubricación mediante la toma rutinaria de muestras de aceite para determinar su cambio.,PRED,TEC-PRD,MAR,2.0,2,330.0,H,2021-04-01,4.0,330H
46,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|10,,2223-ML-201|10-03,Motor eléctrico bomba acondicionadora,2223-ML-201|10-03-12,Monitoreo de vibración motor,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.5,1,165.0,H,2021-04-01,1.5,165H
47,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|10,,2223-ML-201|10-03,Motor eléctrico bomba acondicionadora,2223-ML-201|10-03-13,Monitoreo de termografía motor,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,1.0,1,165.0,H,2021-04-01,1.0,165H
48,2223-ML-201,10016612,SULFIDE CONCENTRATOR,CONCENTRATOR,PRIMARY GRINDING,Johan&Jorge,24,2223-ML-201|10,,2223-ML-201|10-09,Motor eléctrico bomba principal de aceite,2223-ML-201|10-09-11,Monitoreo de vibración motor,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.5,1,165.0,H,2021-04-01,1.5,165H
